directory	file	line	function	property kind	status	property
.	cwe761.c	24	contains_char	precondition of free	Invalid or unreachable	freeable: p ≡ \null ∨ \freeable(p)
FRAMAC_SHARE/libc	stdlib.h	405	free	precondition	Invalid or unreachable	freeable: p ≡ \null ∨ \freeable(p)
